,prompt,good_jpg,bad_jpg,origin_index
205,"Alice in a giant mashrooms world, dark colors, extremely detailed",good_205.jpg,bad_205.jpg,6377
206,A haunting ultramaximalist photorealistic landscape of a stronghold during autumn,good_206.jpg,bad_206.jpg,6380
207,"beautiful woman with red hair in yellow dress, in the style of intricate embellishments, anastasiya dobrovolskaya, the aesthetic movement, selective focus, realistic images, charles spencelayh, authentic details",good_207.jpg,bad_207.jpg,6401
208,multidimensional ancient Sumerian labyrinth Giger style,good_208.jpg,bad_208.jpg,6412
209,"A black goth obese girl with black mask and, dressed in black suit, , hyper-detailed painting By Baptiste Monge, and mark ryden art, and Junji ito, dark mode, trending on artstation",good_209.jpg,bad_209.jpg,6427
210,young woman with big teased 80's hair,good_210.jpg,bad_210.jpg,6447
211,"a woman with dark hair, eyes wide open, in the style of minimalist beauty, drugcore, organic forms, muted tones, romantic use of light, sabattier effect, palewave, goosepunk",good_211.jpg,bad_211.jpg,6450
212,"Closeup portrait of a girl, dramatic",good_212.jpg,bad_212.jpg,6487
213,"beautiful girl eating an ice-cream, insanely detailed, 64k, photorealistic, 200mm lens, bokeh",good_213.jpg,bad_213.jpg,6505
214,"Portrait of a stunning beautiful black fashion model wearing a red otherworldly intricate Iris van Herpen haute couture, photography by Solve Sundsbo, masterpiece, vogue, natural lighting",good_214.jpg,bad_214.jpg,6509
215,creepy brutalist fortress with red windows on a hill covered with red grass and moody sky,good_215.jpg,bad_215.jpg,6525
216,ic chip colorful,good_216.jpg,bad_216.jpg,6527
217,"space in Mystical eye space surrounded by starlight sparkles, realistic,microscopic, extra detailed",good_217.jpg,bad_217.jpg,6529
218,a vampire in an enchanted forest,good_218.jpg,bad_218.jpg,6556
219,"A hot air balloon, floating in the ocean instead of the air",good_219.jpg,bad_219.jpg,6615
220,A ladybug spider crawling on a tree branch,good_220.jpg,bad_220.jpg,6624
221,"abstract man in dark background 3d illustration illustration in 3d, in the style of ian davenport, hairy beard influence, detailed perfection, colorful woodcarvings, anna dittmann, presentation of human form, meticulous detail",good_221.jpg,bad_221.jpg,6717
222,Dramatic Portrait of an Ancient old shaman covered by dust,good_222.jpg,bad_222.jpg,6718
223,Photo of weeping willow tree on a mountain with meadow in foreground,good_223.jpg,bad_223.jpg,6787
224,"young very handsome black male with dragon ball z effects in a professional photoshoot with a black detailed backdrop with super sayian black wild hair modeling like chris brown in a photoshoot with the lighting shining on chains and cool glasses, wearing and showing full body designer clothiing",good_224.jpg,bad_224.jpg,6815
225,"professional photo, ghost, ukrainian girl, war, fire, blue, yellow",good_225.jpg,bad_225.jpg,6843
226,"`close up portrait,of a woman|dainty|messy blonde hair|flowing linen sundress, sitting in the park,watercolour,Wlop, Ross Tran,elegantly refined and detailed face|eyes|irises|nose|lips,  UHD,high quality 8k,low blending and dilution",good_226.jpg,bad_226.jpg,6854
227,giovani ragazze che si baciano sulla bocca seno nudo,good_227.jpg,bad_227.jpg,6888
228,"carrot root hair, stunning photo, high-res, ad campaign",good_228.jpg,bad_228.jpg,6946
229,a photo of a gorgeous black woman with blue eyes and long wavy blonde hair,good_229.jpg,bad_229.jpg,6982
230,tornado,good_230.jpg,bad_230.jpg,6990
231,Daniele Mezzatesta,good_231.jpg,bad_231.jpg,7153
232,"beautiful skinny scary evil young woman in the cemetery, digital rendering, ultra hd, dark art, portrait",good_232.jpg,bad_232.jpg,7175
233,Elon Musk rides a dinosaur,good_233.jpg,bad_233.jpg,7178
234,"fantasy dark world female sprite hd wallpaper desktops, in the style of voigtlander nokton aspherical, robotic expressionism, close-up intensity, dayak art, ornate details, gray and bronze, photo taken with nikon",good_234.jpg,bad_234.jpg,7201
235,face miss beauty greek new cover,good_235.jpg,bad_235.jpg,7234
236,"Caricature woman photo real stylized digital painting illustration The fantasy artwork of jake pifer, in the style of whimsical sci-fi, digital airbrushing, , surrealistic detail, sharp prickly, precisionism influence, colorful:1",good_236.jpg,bad_236.jpg,7304
237,famous female instagram model who has pictures erome,good_237.jpg,bad_237.jpg,7319
238,Horse at sunset,good_238.jpg,bad_238.jpg,7323
239,"close-up profile of a woman made out of clouds, pale photo, tall buildings, neon colors",good_239.jpg,bad_239.jpg,7340
240,underground walls covered with big faceted transparent quartz crystals,good_240.jpg,bad_240.jpg,7373
241,Girl bady,good_241.jpg,bad_241.jpg,7464
242,"Beautiful stars in the sky! intricately detailed starry night sky above a lake countryside vista, small lakeside village; moon reflecting on the water; by jeremy mann, andree wallin, vivid deep cosmic colours; deep depth of field, dramatic lighting, craig mullins, large bold brush strokes, maximalist, featured on deviant art, Ray Tracing",good_242.jpg,bad_242.jpg,7467
243,The soul ascends.,good_243.jpg,bad_243.jpg,7483
244,Live action Jessica rabbit smoking,good_244.jpg,bad_244.jpg,7550
245,"Teenage girl, dark blue eyes, leaning toward camera, posing, short blonde hair, black dress, loose at top, from above",good_245.jpg,bad_245.jpg,7557
246,"A portrait of forest spirit, an intricate and hyperdetailed matte painting by yoshitaka amano , magali villenueve, Anna Dittmann , fantasy art, movie poster, celestial, vaporwave, symmetrical face, accurate anatomy, ethereal, sunshine rays filmic holographic digital illustration concept art pixiv volumetric lighting 8k cel-shaded",good_246.jpg,bad_246.jpg,7661
247,"Masterpiece      ,         Whole FullBody in the Frame        ,         Perfect Anatomy with 8 Life Size      ,     photo quality    , 4k Resolution, Highly Realistic, Extremely Sweet and Cute and Beautiful Face,       Beautiful high photo realistic style evil woman      ,     long  wavy accent color in glitter with white  hair with golden highlights    ,       shiny black liquid latex catsuit      , sunlight, cinematic light,     Heterochrochromia white and gold    ,       ethereal background      ,     depth of field    ,     clean detailed face    , fractal isometrics details bioluminescence, analogous colors, Luminous Studio graphics engine, trending on artstation Isometric Centered hyperrealistic cover photo awesome full color, gritty, glowing shadows, high quality, high detail, high definition, slim waist, nice hips, 90s anime style VHS, looking at camera with soft smile,     perfect eyes      ,     pale skin    , femme fatale, sensual, rubber",good_247.jpg,bad_247.jpg,7673
248,"Olympic National Park, USA. Canon 5DSR, Canon 11-24mm lens, ISO 100, f/11, 1/640 second.",good_248.jpg,bad_248.jpg,7679
249,"Raw Photo of princess, freckles, green and gold armor, Kodak Ultra Max, shot on iphone, dslr, high quality, photorealistic, raw, 4k, warm light",good_249.jpg,bad_249.jpg,7688
250,"damaged Kodachrome photograph, massive extremely complex computer machine with wires and tubes and slimy white entrails giving birth to two anorexic young cybernetic women, biotech room, machine birthing unclad skinny young women with short hair, grainy Kodachrome photo",good_250.jpg,bad_250.jpg,7691
251,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_251.jpg,bad_251.jpg,7797
252,"actress in an ornate dress sitting in front of mirror, in the style of subtle, earthy tones, anna dittmann, tim burton, mary beale, #film, emphasis on detail, layered fibers",good_252.jpg,bad_252.jpg,7809
253,Astronaut in a massive colorful space,good_253.jpg,bad_253.jpg,7849
254,A woman,good_254.jpg,bad_254.jpg,7893
255,"The Purple Sea stretches out before you, the water shimmering with hues of magenta, amethyst, and violet. A lone sailboat bobs on the gentle waves, its white sails contrast sharply with the vivid tones of the sea. The sky overhead is a riot of purples and pinks, with billowy clouds tinged with lavender and mauve. The scene exudes a sense of tranquility and calm, with a dreamy and surreal quality to the atmosphere. captured with a Nikon D850 by landscape photographer, Ansel Adams.",good_255.jpg,bad_255.jpg,7902
256,One rose  with a blue stem,good_256.jpg,bad_256.jpg,7911
257,女士 Женщина wildberries.ru,good_257.jpg,bad_257.jpg,7941
258,Live action Jessica rabbit on stage,good_258.jpg,bad_258.jpg,7952
259,Beautiful old woman with gray hair color,good_259.jpg,bad_259.jpg,7953
260,Create a marble  3 d image of Charlize Theron in the style of Giovanni Strazza's The Veiled Virgen from 1850,good_260.jpg,bad_260.jpg,7960
261,a bottle of pepsi on the desert,good_261.jpg,bad_261.jpg,7963
262,LDS Church Jalapa Guatemala Temple,good_262.jpg,bad_262.jpg,7985
263,a Tornado Destroying a Farm in 6 Perspectives,good_263.jpg,bad_263.jpg,8000
264,"Olympic National Park, USA. Canon 5DSR, Canon 11-24mm lens, ISO 100, f/11, 1/640 second.",good_264.jpg,bad_264.jpg,8042
265,marble cgi heart,good_265.jpg,bad_265.jpg,8066
266,16 year old kiwi Indian teen trapped in pitch dark flooded narrow passage of cave,good_266.jpg,bad_266.jpg,8117
267,"actress in an ornate dress sitting in front of mirror, in the style of subtle, earthy tones, anna dittmann, tim burton, mary beale, #film, emphasis on detail, layered fibers",good_267.jpg,bad_267.jpg,8119
268,"grainy scratched gritty Kodachrome photograph, massive extremely complex computer decaying machine with countless wires and white entrails giving birth to young freckled mechanical unclad young cute woman, abandoned biotech room, machine birthing unclad skinny freckled young woman with short hair, scratched grainy photo",good_268.jpg,bad_268.jpg,8120
269,"a woman wearing an ornate dress and red hair, in the style of poetcore, dark orange and beige, spiky mounds, intense close-ups, theatrical installations, deconstructed tailoring, barroco",good_269.jpg,bad_269.jpg,8129
270,"make the skin , eyes and the overall look as realistic as possible as if i was taken by an iphone camera  a blonde model before runway with an ultra futuristic makeup",good_270.jpg,bad_270.jpg,8177
271,"18 year old pretty flirty cute innocent  pregnant nerdy turkish woman with large bust, open bust, curvy body, kissing with 70 year old homeless very strong African muslim man",good_271.jpg,bad_271.jpg,8202
272,face miss beauty geek,good_272.jpg,bad_272.jpg,8203
273,woman In the bed weddes,good_273.jpg,bad_273.jpg,8220
274,a dystopian landscape with a man riding a bicycle standing in the middle,good_274.jpg,bad_274.jpg,8252
275,young woman with big teased 80's hair,good_275.jpg,bad_275.jpg,8256
276,of a beautiful face,good_276.jpg,bad_276.jpg,8264
277,"beautiful woman as supergirl, hdr",good_277.jpg,bad_277.jpg,8302
278,calm exotic landscape,good_278.jpg,bad_278.jpg,8325
279,dark art beksinski,good_279.jpg,bad_279.jpg,8354
280,trypophobia monster,good_280.jpg,bad_280.jpg,8377
281,"insanely detailed portrait,female model, insane face details, perfect eyes,dof, dslr extremely intricate, high res,  8k,  award winning photography",good_281.jpg,bad_281.jpg,8395
282,pic of old good looking man as a art picture,good_282.jpg,bad_282.jpg,8569
283,Fantasy castle on a hilltop,good_283.jpg,bad_283.jpg,8575
284,"color Bessa R2A Cinestill still, massive extremely complex computer machine with wires and white entrails giving birth to very short hair anorexic cybernetic robotic young woman, complex biotech room, machine birthing unclad skinny young woman with short hair, scratched grainy photo",good_284.jpg,bad_284.jpg,8587
285,"virile and attractive youthful magical cosmic human female, insanely detailed, photorealistic, 8k, perfect composition, volumetric lighting, natural complexion, award winning professional photography, taken with canon eos 5d mark iv, 85mm, mindblowing, masterpiece,",good_285.jpg,bad_285.jpg,8607
286,Bioluminescent Jellyfish spaceship,good_286.jpg,bad_286.jpg,8692
287,War soldierدلات,good_287.jpg,bad_287.jpg,8695
288,A sign that says PICK A PIC,good_288.jpg,bad_288.jpg,8705
289,pretty blonde elf forest with glowing violin and a babbling brook,good_289.jpg,bad_289.jpg,8726
290,"Photo, Candid Shot, Paparazzi Style Subject: French Supermodel, 18yo,white polar clothes, tall woman, beauty. Background: Antarctica Landscape Influences: Japanese Influenced Colourful Gardens, Joyful Celebration of Nature Emphasisers: BlueCore, PolarCore Camera Shot on a Hasselblad medium format camera. Carl Zeiss Distagon",good_290.jpg,bad_290.jpg,8752
291,imposing tower rising above a sea of fire,good_291.jpg,bad_291.jpg,8788
292,The soldier have a grenade,good_292.jpg,bad_292.jpg,8847
293,decentralized watchtowers on peaks over the valley below,good_293.jpg,bad_293.jpg,8857
294,Images inspired by Kate Bush,good_294.jpg,bad_294.jpg,8881
295,Female athletic belts holster short black hair Natalie portman spy in a black pvc flightsuit,good_295.jpg,bad_295.jpg,8894
296,"bioluminescent jellyfish architecture, gaudi",good_296.jpg,bad_296.jpg,8904
297,uncanny,good_297.jpg,bad_297.jpg,8929
298,A young stylish woman holding a megaphone entirely made of semolina. Grain of semolina in the shape of a megaphone,good_298.jpg,bad_298.jpg,8938
299,a photograph of a beautiful woman wearing stockings,good_299.jpg,bad_299.jpg,8965
300,young woman with big teased 80's hair,good_300.jpg,bad_300.jpg,8972
301,"minimalism, close-up, portrait of an asian female singer, haute couture.",good_301.jpg,bad_301.jpg,9014
302,War soldier بللر,good_302.jpg,bad_302.jpg,9054
303,"beautiful extraterrestrial city, dark academia, gothicpunk, by Denis Sire and Zdzisław Beksiński, by greg rutkowski, digital painting, dark gothic art, by Michael Hussar",good_303.jpg,bad_303.jpg,9070
304,unicorn makeup,good_304.jpg,bad_304.jpg,9099
305,"Beautiful stars in the sky! intricately detailed starry night sky above a lake countryside vista, small lakeside village; moon reflecting on the water; by jeremy mann, andree wallin, vivid deep cosmic colours; deep depth of field, dramatic lighting, craig mullins, large bold brush strokes, maximalist, featured on deviant art, Ray Tracing",good_305.jpg,bad_305.jpg,9101
306,"Letter 'C' made out of a motorcycle, cinematic, photorealistic, close-up view",good_306.jpg,bad_306.jpg,9125
307,"beautiful teenage girl in a wet see-through dress, photoreal, photorealistic, high detail, 4k",good_307.jpg,bad_307.jpg,9140
308,"A photorealistic portrait in black and white of a dark ghost, 35mm",good_308.jpg,bad_308.jpg,9221
309,"digital art illustration by wlop of an oriental beauty wearing a backless black and red dress with a japanese dragon tatoo covering her spine, inkpunk art, red eyes, long jet black hair, vibrant colors, beautiful, graceful, elegant, cute, gorgeous, perfect face, cinematic lighting, high quality, high definition, uhd, 8k, sharp focus, masterpiece, post-processing, intricately detailed, complex, intrcate, trending on artstation, clean face,",good_309.jpg,bad_309.jpg,9239
310,Giant caterpillar riding a bicycle,good_310.jpg,bad_310.jpg,9242
311,a cat with wings on his back,good_311.jpg,bad_311.jpg,9249
312,Lost In The Grey,good_312.jpg,bad_312.jpg,9252
313,A photograph of a beautiful woman,good_313.jpg,bad_313.jpg,9311
314,a beautiful redhead woman,good_314.jpg,bad_314.jpg,9314
315,"Photograph, It's the end of the world as we know it",good_315.jpg,bad_315.jpg,9364
316,Evolution diagram,good_316.jpg,bad_316.jpg,9368
317,A nun wearing black nylon leather,good_317.jpg,bad_317.jpg,9392
318,"angry plague doctor in a gothic dinner eating salmon fillet in his beak photograph by tim burton, canon 50mm, 4k",good_318.jpg,bad_318.jpg,9402
319,The soul ascends.,good_319.jpg,bad_319.jpg,9421
320,glitch,good_320.jpg,bad_320.jpg,9430
321,infp portrait! 45 turned head! by Craig Mullins; Dan Mumford; Luis Royo; Alberto Seveso; Donato Giancola; robert oxley; Beeple; Carne Griffiths; 3d; intricate filigree! dramatic lighting; chiaroscuro; moonlit stormy night; digital illustration; large depth of field; dynamic pose; unique composition; CGSociety; splash art; digital concept art; volumetric lighting; fantasy artwork; apocalypse,good_321.jpg,bad_321.jpg,9480
322,A blade runner trader,good_322.jpg,bad_322.jpg,9490
323,"plague doctor in a gothic party eating salmon fillet in his beak photograph by tim burton, canon 50mm, 4k",good_323.jpg,bad_323.jpg,9561
324,"little girl in dark alley, barbarian split skirt, full body pose, view from behind, looking over shoulder, fantasy style",good_324.jpg,bad_324.jpg,9598
325,still from noir version of euphoria tv show,good_325.jpg,bad_325.jpg,9634
326,"cinematic still, fully bare beautiful teenage girl looking out the window of the train, in the forest, at sunset",good_326.jpg,bad_326.jpg,9645
327,"cinematic lighting masterpiece supreme quality highest resolution 8K, extremely intricate highly detailed extreme intricate details ultra detailed photograph ultra-realistic, dynamic, portrait RAW photo uhd, dslr, film grain, Fujifilm XT3, sharp focus, bokeh, cinematic medium shot of ballet woman, high detailed skin, detailed eyes",good_327.jpg,bad_327.jpg,9659
328,"beautiful high photo realistic style goddess, indigo shiny adherent liquid latex catsuit, long wavy white hair with indigo highlights, saphire eyes, perfect anatomy with 8 life size, nice hips, fullbody, centered, beautiful, graceful, elegant, cute, gorgeous, perfect face, full body, dynamic pose, perfect anatomy, centered, freedom, soul, approach to perfection, cell shading, 8k , cinematic dramatic atmosphere, watercolor painting, global illumination, detailed and intricate environment, artstation, concept art, fluid and sharp focus, volumetric lighting, cinematic lighting",good_328.jpg,bad_328.jpg,9679
329,Astronaut in a massive colorful space,good_329.jpg,bad_329.jpg,9709
330,jazz,good_330.jpg,bad_330.jpg,9720
331,"A man sits under a tree at a starry night, full moon, fantasy concept art by marc simonetti, very atmospheric, warm, beautiful, trending on pinterest.com",good_331.jpg,bad_331.jpg,9881
332,"digital art illustration by wlop, oriental beautiful young woman wearing a backless black dress, japanese dragon tatoo covering her spine, inkpunk art, red eyes, long jet black hair, vibrant colors,",good_332.jpg,bad_332.jpg,9892
333,"image of beautiful girl made of glass, reflections and shadows, blender ray tracing",good_333.jpg,bad_333.jpg,9905
334,Astronaut in a massive colorful space,good_334.jpg,bad_334.jpg,9951
335,"A beautiful woman cosplay of kamasutra hindu goddess,A stunning intricate full body shot,eyes,legs, divine, epic character composition, sharp focus, natural lighting, subsurface scattering, f2, real life, film grain",good_335.jpg,bad_335.jpg,9979
336,a woman standing in the rain,good_336.jpg,bad_336.jpg,9988
337,A bird with 8 spider legs,good_337.jpg,bad_337.jpg,10010
338,A photorealistic detailed complex filigree moorish castellated watchtower,good_338.jpg,bad_338.jpg,10054
339,"magical forest in the night, with a lot firefly, realistic, hd",good_339.jpg,bad_339.jpg,10101
340,"hyperrealistic photograph, extremely detailed pale young woman whole body covered in fungus, fungi, pores, chapped lips,  mushrooms growing out of her eyes, skinny, mushrooms, mushrooms on face, mushrooms on cheekbones, zoomed out ,",good_340.jpg,bad_340.jpg,10105
341,"And a woman with hair as black as the earth, that I have known for so many years lives for himself, not worrying at all, between morning light and evening gloom.  Between iron and hot leaves, between the walls and the birds' cries, between interwoven underground channels, between all his dreams and freaks.",good_341.jpg,bad_341.jpg,10208
342,animated girl,good_342.jpg,bad_342.jpg,10335
343,Baddy,good_343.jpg,bad_343.jpg,10351
344,clappoid,good_344.jpg,bad_344.jpg,10359
345,photo of a minotaur looking for roadkill,good_345.jpg,bad_345.jpg,10374
346,face woman in destiny2 hyperbeast,good_346.jpg,bad_346.jpg,10395
347,decentralized watchtowers on peaks over the valley below,good_347.jpg,bad_347.jpg,10480
348,Fantasy castle on a hilltop,good_348.jpg,bad_348.jpg,10528
349,"The personification of the Halloween holiday in the form of a girl with short hair and a villain's smile, cute hats, cute cheeks, unreal engine, highly detailed, artgerm digital illustration, woo tooth, studio ghibli, deviantart, sharp focus, artstation, by Alexei Vinogradov bakery, emerald eyes",good_349.jpg,bad_349.jpg,10531
350,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_350.jpg,bad_350.jpg,10538
351,azure blue sky and mountains; cinnamon sand color; dark pink plain holding both together; by Terry Gilliam,good_351.jpg,bad_351.jpg,10647
352,original insta post a realistic model face with makeup for a catwalk runway with futuristic summer inspirations,good_352.jpg,bad_352.jpg,10687
353,"abstract man in dark background 3d illustration illustration in 3d, in the style of ian davenport, indian influence, detailed perfection, colorful woodcarvings, anna dittmann, presentation of human form, meticulous detail",good_353.jpg,bad_353.jpg,10706
354,face woman in destiny2 hyperbeast,good_354.jpg,bad_354.jpg,10716
355,Gigeresque Horror Landscape,good_355.jpg,bad_355.jpg,10731
356,"young woman with big teased 80's hair, blowout hair, lots of hairspray",good_356.jpg,bad_356.jpg,10782
357,"by cybelline by, in the style of futuristic victorian, onii kei, high quality photo, light gold and dark crimson, photo-realistic hyperbole, celestialpunk, street-inspired",good_357.jpg,bad_357.jpg,10817
358,Sign that says “when does IF drop?”,good_358.jpg,bad_358.jpg,10841
359,"cinematic still, fully bare beautiful teenage girl looking out the window of highly reflective stainless steel train in the forest, at sunset,",good_359.jpg,bad_359.jpg,10878
360,Beautiful attractive shy young nun with red mate texture lips make up,good_360.jpg,bad_360.jpg,10915
361,Lost In The Grey,good_361.jpg,bad_361.jpg,10941
362,very tall very slim silhouetted electronic lightning circuit castellated cybsersecurity watchtower,good_362.jpg,bad_362.jpg,11002
363,five decentralized watchtowers on peaks over the valley below  palmyra castle krak des chevaliers,good_363.jpg,bad_363.jpg,11012
364,"grainy scratched gritty Kodachrome photograph, massive extremely complex analog white computer machine with copper wires and white entrails giving birth to two young robotic cybernetic women, biotech room, machine birthing unclad skinny young women with short hair, grainy Kodachrome photo",good_364.jpg,bad_364.jpg,11102
365,"insanely detailed portrait,female model, insane face details, perfect eyes,dof, dslr extremely intricate, high res,  8k,  award winning photography",good_365.jpg,bad_365.jpg,11131
366,"A coniferous forest with dense and dark trees and a mysterious person in the foreground with their back to the viewer, but in only black and yellow tones and a sort of rough and scratchy art style",good_366.jpg,bad_366.jpg,11138
367,very detailed portrait pretty asian woman,good_367.jpg,bad_367.jpg,11167
368,Astronaut in a massive colorful space,good_368.jpg,bad_368.jpg,11171
369,Modern dinner table standing at the shore of a wild ocean,good_369.jpg,bad_369.jpg,11172
370,a handsome boy,good_370.jpg,bad_370.jpg,11190
371,Blau neblig einsam in einem gebirge es ist sehr kühl,good_371.jpg,bad_371.jpg,11226
372,"wide angle lens tibetan monk flying over himalaya mountains in weightlessness in traditional red cloth. a lot of flying red fabric around, sky and cloth fabric reflected in blue lake water. dark background. illustration by craig mullins, yoji shinkawa, trending on artstation, peter mohrbacher, hyper detailed, intricate, elite, ornate,",good_372.jpg,bad_372.jpg,11229
373,"misty scottish hills, golden hour, mysterious",good_373.jpg,bad_373.jpg,11257
374,"An image of a rainbow-haired girl, masterpiece, trending on artstation",good_374.jpg,bad_374.jpg,11332
375,calming landscape,good_375.jpg,bad_375.jpg,11343
376,"mechanical bee flying in nature, electronics, motors, wires, buttons, lcd",good_376.jpg,bad_376.jpg,11354
377,Sasha Gray eats a cucumber,good_377.jpg,bad_377.jpg,11369
378,"hyper realism, photo of a hiker, half body, body, high detailed skin, skin pores, coastline, freckles taking a selfie with a grizzly bear messy detailed fur, 8k, high quality, outdoors setting, highly detailed, fur, forest,",good_378.jpg,bad_378.jpg,11386
379,"a portrait of an old coal miner in 19th century, beautiful painting with highly detailed face by greg rutkowski and magali villanueve",good_379.jpg,bad_379.jpg,11391
380,"photo of a slim asian little girl ballerina running on beach, white stocking, from behind, nikon D5",good_380.jpg,bad_380.jpg,11446
381,"plague doctor in a gothic party eating salmon fillet in his beak photograph by tim burton, canon 50mm, 4k",good_381.jpg,bad_381.jpg,11491
382,Astronaut in a massive colorful space,good_382.jpg,bad_382.jpg,11526
383,A car on a street in a forest,good_383.jpg,bad_383.jpg,11536
384,"a dream about the embedding of natural language, HD, fine art",good_384.jpg,bad_384.jpg,11540
385,"digital art illustration by wlop, oriental beautiful young woman wearing a backless black dress, japanese dragon tatoo on her back, inkpunk art, red eyes, long jet black hair, vibrant colors,",good_385.jpg,bad_385.jpg,11558
386,Realistic woman portrait beautiful,good_386.jpg,bad_386.jpg,11589
387,"a 4k hdr photo of a gnome magican on a jumping horse in yemen, dynamic stance",good_387.jpg,bad_387.jpg,11621
388,world war ii a us soldier wearing the tall 10th century jewelled crown of the holy roman empire,good_388.jpg,bad_388.jpg,11629
389,"Fantastic photo of a tree getting struck by lightning and catching fire, dramatic clouds",good_389.jpg,bad_389.jpg,11695
390,"rainy london street premium, trolley, coffe shop, couples walking, sunset, dripping wet on wet technique, watercolor, rough press papper, masterpiece, by Jeremy Mann,",good_390.jpg,bad_390.jpg,11721
391,"a sign saying welcome to hell with a destroyed city, apocalyptic sky, fire covering the whole top of all the buildings, vehicles driving out of the city, cars exploding and flying in the air, planes on fire going down and crashing, broken windows, debris, dead people and rubble everywhere behind it, realistic, 4k",good_391.jpg,bad_391.jpg,11864
392,krck koock ra b. k,good_392.jpg,bad_392.jpg,11876
393,"lonely Chibified cute clown dancing on his own!!! chibi spooky!!! high energy dynamic pose!Goth pop surrealism hyperdetailed textured digital matte illustration; by Jamie Hewlett; by Pascal Campion and Andreas Lie, Peter Mohrbacher fantasy artwork, dramatic lighting; surreal; inspirational, contemporary mixed media, CGSociety, intricately detailed digital art, V-Ray, colourful radial light sunset, 3d digital artwork",good_393.jpg,bad_393.jpg,11881
394,face miss beauty geek,good_394.jpg,bad_394.jpg,11887
395,millie bobby brown,good_395.jpg,bad_395.jpg,11919
396,A astronaut in the ocean of neptune.,good_396.jpg,bad_396.jpg,11923
397,"pop surrealism asian punk woman with short black hair at magical glowing birthday cake party late night glowing magic bioluminescence! Intricately detailed; purple pink white blue cosmic colours! glowing in the dark! by jeremy mann, andree wallin, dave white, deep depth of field, dramatic lighting, craig mullins, large bold brush strokes, maximalist, featured on deviant art, Ray Tracing",good_397.jpg,bad_397.jpg,11937
398,a cat with wings on his back,good_398.jpg,bad_398.jpg,11986
399,freud psycho hysteria patient by balenciaga,good_399.jpg,bad_399.jpg,12004
400,"mechanical bee flying in nature, electronics, with 2 motors, fully wires, buttons, lcd with text ""HELLO""",good_400.jpg,bad_400.jpg,12037
401,"Close up realistic portrait of a beautiful woman’s face, photo real",good_401.jpg,bad_401.jpg,12052
402,"Abstract colorful wavy, shiny background",good_402.jpg,bad_402.jpg,12090
403,Guitar diagram,good_403.jpg,bad_403.jpg,12120
404,original insta post a realistic model face with makeup for a catwalk runway with futuristic summer inspirations,good_404.jpg,bad_404.jpg,12165
405,Cursed Image of a Stop Sign,good_405.jpg,bad_405.jpg,12169
406,"Beautiful photorealism photo intricate portrait of mixed race young woman with wavy hair, thin, green eyes, lush",good_406.jpg,bad_406.jpg,12186
407,a baroque vampire with powdered wig and fangs,good_407.jpg,bad_407.jpg,12188
408,"full shoot of an extremely beautiful white woman, detailed face,blonde large hair, perfect anatomy, golden and purple elegant clothes,smiling look, looking into camera, corporate office background, hiper realism, 8k, hdr",good_408.jpg,bad_408.jpg,12249
409,"the most beautiful girl in the world, insanely detailed, photorealistic, 8k, perfect composition, hard rim lighting, natural complexion, professional photography, taken with canon eos 5d mark iv, 85mm, mindblowing, masterpiece, made with midjourney",good_409.jpg,bad_409.jpg,12352
410,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_410.jpg,bad_410.jpg,12360
411,a beautiful blonde young woman,good_411.jpg,bad_411.jpg,12463
412,"Thalassophobia, underwater shot dark, creepy atmoshere, award winning digital art",good_412.jpg,bad_412.jpg,12473
413,"futuristic elegant woman, head shot, woman being bathed in honey",good_413.jpg,bad_413.jpg,12502
414,"Stunning amazing woman, model, 30 years old, long neck, real pale natural skin texture, amazing makeup, wearing a oversize crocheted pull, waiting finish washing machine in a laundromat, looking directly at the camera, portrait, retrofashion, retrofuturism, pastel esthetic, fashion, sharp focus, hyper realistic, photo realistic, model pose, editorial vogue photography, dept of field, fine details, intricate details, full body format, full person,",good_414.jpg,bad_414.jpg,12522
415,"painting of happy woman, digital painting, dark gothic, by Tom Bagshaw and Benjamin A. Vierling, by Alexander Jansson and greg rutkowski",good_415.jpg,bad_415.jpg,12586
416,immodest goth mixed girl,good_416.jpg,bad_416.jpg,12605
417,a beautiful redhead woman,good_417.jpg,bad_417.jpg,12646
418,Volcano with rainbow lava,good_418.jpg,bad_418.jpg,12648
419,"dream where humanity, and technology have reached the pinnacle of beauty, development, order, complexity, and harmony, sustainable solarpunk city, ushering in the great golden age of civilization, cute girl in foreground, ultrarealistic, highest detail, 8k resolution, ultra high definition, photorealism",good_419.jpg,bad_419.jpg,12653
420,"suede skirt, rear view, standing arched back, full body pose, young fairy girl midriff, finely detailed features, fantasy style",good_420.jpg,bad_420.jpg,12665
421,segovia lasers aqueduct,good_421.jpg,bad_421.jpg,12666
422,Sunset reflecting on a crystal ball held by a mysterious figure,good_422.jpg,bad_422.jpg,12688
423,"Teenage girl, dark blue eyes, leaning toward camera, posing, short blonde hair, black dress, loose at top, from above",good_423.jpg,bad_423.jpg,12734
