index,prompt,good_jpg,bad_jpg,origin_index,same
272,"Beautiful woman with a neo effect background, by Lois van Baarle, by Greg Rutkowski, by Ilya Kuvsninov, digital art, octane render, beauty portrait, cinematic, symmetry, gradient of teal and orange, face portrait, beige and black, feminine,ireine,smoky background,kovsberg,highly detailed,digital painting, artstation,trending on artstation,oil on the canvas,4k,octane render",good_273.jpg,bad_273.jpg,8868,0
273,A photo of an open hand,good_274.jpg,bad_274.jpg,8877,0
274,"art by Alfons Mucha, beautiful Inbar Lavi from The Imposters as naturist Isis, the Sky Goddess of Egypt, HD 4K, sharp detail, photo-realistic accurate face and features, award winning photography",good_275.jpg,bad_275.jpg,8926,1
275,"Ultra-violet ink painting of a handsome Japanese man by Dan Mumford, inspired by cyberpunk and retro-futuristic elements, featuring neon blue and purple hues, bold lines, and dynamic composition, created with Copic markers and black light ink, evokes a sense of mystery, sophistication, and otherworldly beauty -ar 3:4",good_276.jpg,bad_276.jpg,9001,0
276,"minimalism, close-up, portrait of an asian female singer, haute couture.",good_277.jpg,bad_277.jpg,9014,0
277,"beautiful extraterrestrial city, dark academia, gothicpunk, by Denis Sire and Zdzisław Beksiński, by greg rutkowski, digital painting, dark gothic art, by Michael Hussar",good_278.jpg,bad_278.jpg,9070,0
278,cosmic landscape by Alfred Kelsner,good_279.jpg,bad_279.jpg,9071,0
279,"human face and body, joyful, painting, elegant, beautiful, highly detailed, artstation, concept art",good_280.jpg,bad_280.jpg,9083,0
280,"closeup Portrait of a Kittian and Nevisian Girl, Snowy light, Pink colors, highly detailed, realistic, photographic, realism, 4k",good_281.jpg,bad_281.jpg,9088,0
281,Dwarf celtic Scottish warrior with complex braided hair and beard fantasy illustration,good_282.jpg,bad_282.jpg,9166,0
282,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed",good_283.jpg,bad_283.jpg,9192,0
283,"Konohanasakuya-hime    The Goddess of Spring and cherry blossom, unreal engine, greg rutkowski, loish, rhads, beeple, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, alphonse mucha, global illumination, detailed and intricate environment",good_284.jpg,bad_284.jpg,9218,0
284,"Melchior from Wedekind's ""Spring Awakening""",good_285.jpg,bad_285.jpg,9229,0
285,"a painting of a woman with flowers in her hair, by Yuko Shimizu, artwork in style of sheng lam, kirsty mitchell, empress, wearing fuchsia silk robe, rooted lineage, portrait, utopia profile, trevor brown style, asian descent, ornate geometric patterns, beautiful oriental woman",good_286.jpg,bad_286.jpg,9240,0
286,Anthropomorphic,good_287.jpg,bad_287.jpg,9283,0
287,"dreamlikeart, female link but she is made of rocks, ethereal, artgerm",good_288.jpg,bad_288.jpg,9290,1
288,"digital art portrait of a beautiful woman, spiral galaxy and constellations, sunrise sky, curly bob haircut, looking up, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_289.jpg,bad_289.jpg,9371,0
289,"portrait of girl, Vibrant and cute, peering into a kaleidoscope, displaying an expression of awe and joy. Inside,",good_290.jpg,bad_290.jpg,9397,1
290,"digital art illustration by wlop of a young woman wearing a emerauld adherent silk dress enveloped by light, jet black hair, mint green eyes, versailles detailed background, fantasy,beautiful, graceful, elegant, cute, gorgeous, perfect face , cinematic lighting, high quality, high definition, uhd, 8k, sharp focus, masterpiece, post-processing, soft bokeh, intricately detailed, complex,",good_291.jpg,bad_291.jpg,9415,0
291,"A silver-haired elf sorceress reclining on a sofa while a hobgoblin guard stands at the door, detailed fantasy illustration",good_292.jpg,bad_292.jpg,9452,2
292,"art by Alfons Mucha in the style of Patrick Woodroffe, full body image of 25 year-old Carrie Fisher as Princess Leia as a natural-naturist at Mos Eisley, HD 4K, sharp detail, photo-realistic accurate face and features, cinematic volumetric lighting",good_293.jpg,bad_293.jpg,9455,0
293,"full body image of Jennifer Connelly at 25 years of age as a naturist in Egypt, HDR, sharp detail, stained glass motif in the style of Alfons Mucha",good_294.jpg,bad_294.jpg,9456,2
294,infp portrait! 45 turned head! by Craig Mullins; Dan Mumford; Luis Royo; Alberto Seveso; Donato Giancola; robert oxley; Beeple; Carne Griffiths; 3d; intricate filigree! dramatic lighting; chiaroscuro; moonlit stormy night; digital illustration; large depth of field; dynamic pose; unique composition; CGSociety; splash art; digital concept art; volumetric lighting; fantasy artwork; apocalypse,good_295.jpg,bad_295.jpg,9480,1
295,"pixar style portrait shot, pin-up anime belle delphine robot in a junkyard, artwork by granblue fantasy, artgerm, attack on titan, high quality, amazing background by ghibli, wide gorgeous eyes, smooth cell shading",good_296.jpg,bad_296.jpg,9497,0
296,"Caricature woman photo real stylized digital painting illustration The fantasy artwork of jake pifer, in the style of whimsical sci-fi, digital airbrushing, , surrealistic detail, sharp prickly, precisionism influence, colorful:1",good_297.jpg,bad_297.jpg,9513,2
297,"SFW, Trustworthy Photo of Ultrarealistic, an adult person photoreal, posing empowered in the middle of a chaotic dystopian city, by artist boris vallejo and Artist Jasmine Becket-Griffith in the style of artist WLOP,Highly Detailed",good_298.jpg,bad_298.jpg,9539,0
298,woman in space wrapped in fluffy space nebula clouds,good_299.jpg,bad_299.jpg,9665,0
299,"surreal psychedelic man running out of a woman's head! surreal cosmic dreaming woman surrounded by wisps of imagination and thoughts running out from her head by Andreas Lie! android jones; Amy Sol; Camille Rose Garcia; Takashi Muramaki; large bright moon; starry night sky; high contrast fiery colours, ink on watercolour, inkblot; speed paint; Quentin Blake; unique composition",good_300.jpg,bad_300.jpg,9743,0
300,"Chinese face joyful, painting, HD, 8K",good_301.jpg,bad_301.jpg,9757,0
301,Roman empire,good_302.jpg,bad_302.jpg,9772,0
302,high-fantasy castle,good_303.jpg,bad_303.jpg,9824,0
303,"frederick doris royo fdr gren old gossisunlight ,Jules Bastien-Lepage",good_304.jpg,bad_304.jpg,9846,0
304,"Realistic Black and white  portrait of Alison Brie triple D cup as a 19 year old , blemishes on skin , smooth face , dynamic light , dynamic shadows , studio background, image taken by",good_305.jpg,bad_305.jpg,9884,0
305,"Girl, wearing laser transparent pvc texture clothing, prism, melancholy expression, beautiful eyes, brilliance, jewelry, portrait, game original painting, anime character concept design, beautiful face, beautiful light on black background",good_306.jpg,bad_306.jpg,9897,0
306,"old man, market williamfishing vendors reallyuonpupils holmes,Jules Bastien-Lepage",good_307.jpg,bad_307.jpg,9901,0
307,"Cartoonist, centred, front, humanoid pokemon, Ariados, female, curvey, a stoneforest, Digital Art, WLOP with Marco Mazzoni style, headroom",good_308.jpg,bad_308.jpg,10065,1
308,"stained glass motif done in the style of Alfons Mucha, full body portrait in the style of Patrick Woodroffe, Gorgeous 25 year-old naturist Emilia Clarke with white hair near a waterfall, HD 4K, scientific detail, photo-realistic accurate face and features, cinematic lighting, volumetric",good_309.jpg,bad_309.jpg,10119,0
309,"makoto shinkai dream world, lofi girl, rain",good_310.jpg,bad_310.jpg,10183,0
310,"Fornasetti Style lost carthage Picture of Black LacqueredWestminster Abbey smokey roman villa burning, 18mm smoke filled room debris , gladiator ,floor mosaics  fire smoke, a photo,   roman , a digital rendering,  inside the roman colliseum,   plants overgrown outstanding detail ,room flooded, in front of a building,by PAUL ROBERTS",good_311.jpg,bad_311.jpg,10204,0
311,"And a woman with hair as black as the earth, that I have known for so many years lives for himself, not worrying at all, between morning light and evening gloom.  Between iron and hot leaves, between the walls and the birds' cries, between interwoven underground channels, between all his dreams and freaks.",good_312.jpg,bad_312.jpg,10208,0
312,"camera, 8k, 4k, high detailed, realistic photo of a pale german young woman, standing on a street",good_313.jpg,bad_313.jpg,10216,0
313,Fine Art Giclee Print,good_314.jpg,bad_314.jpg,10249,0
314,animated girl,good_315.jpg,bad_315.jpg,10335,0
315,Baddy,good_316.jpg,bad_316.jpg,10351,0
316,face woman in destiny2 hyperbeast,good_317.jpg,bad_317.jpg,10395,0
317,"Masterpiece, best quality, Mystical queen in a throne room and male barbarian knight in armor in a Gothic Fairytale World, Artstation, by Frank Frazetta, by Luis Royo, by Boris Vallejo, by Julie Bell, by H.R. Giger, by Ashley Wood, by Frank Frazetta, by Ian McQue, by Syd Mead, by Simon Stålenhag. The image should feature a captivating woman in fantasy clothing, posed amidst the whimsical, Man in steampunk trench coat with pauldrons, fantastical landscapes of a dark, gothic fairy tale world. She should be depicted with mystical powers and surrounded by fantastical creatures and otherworldly elements. The atmosphere should be enchanting and dreamlike, with a strong emphasis on the mystical, magical elements of the gothic fairy tale world",good_318.jpg,bad_318.jpg,10410,0
318,decentralized watchtowers on peaks over the valley below,good_319.jpg,bad_319.jpg,10480,1
319,Design Fails,good_320.jpg,bad_320.jpg,10519,0
320,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_321.jpg,bad_321.jpg,10538,2
321,a poodle dog in chef uniform holding cooking pan book | neat elaborated soft lighting | big ears | clean shaven frontal face | toy | trending on pixiv fanbox | by greg rutkowski makoto shinkai takashi takeuchi studio ghibli,good_322.jpg,bad_322.jpg,10593,0
322,a mystical Dome City with frequency tuned shimmering domes,good_323.jpg,bad_323.jpg,10629,0
323,"digital art portrait of a beautiful woman, wormhole and constellations, sunrise sky, curly bob haircut, looking up, face blush and freckles, clouds, dreamy, pop surrealism, high quality, pastel colors, detailed, by loish van baarle, intricate",good_324.jpg,bad_324.jpg,10642,1
324,"HyperReal close-up portrait of Kate Moss with 1970s mullet hairstyle by Robert McCall and Thomas Kinkade, 1970s music album cover style, hyperrealistic, hyperrealism, surrealism in Roger Dean style, 1970s rock n roll fashion, ultra realistic, highly detailed, 8k",good_325.jpg,bad_325.jpg,10674,0
325,"young man with beard wearing a t-shirt with ""tool"" print, wandering in the forest, surrounded by cats,  ultra photoreal, concept art, cinematic lighting, octane render",good_326.jpg,bad_326.jpg,10694,1
326,painting of a village in a forest,good_327.jpg,bad_327.jpg,10723,0
327,"a beautiful asian woman wearing a futuristic dress in a bar, in cyberpunk film noir",good_328.jpg,bad_328.jpg,10748,0
328,masterpiece painted by  Jenny saville,good_329.jpg,bad_329.jpg,10810,0
329,"art by patrick woodroffe in the style of Alfons Mucha, psychedelic colors, 25 year-old emilia clarke with white hair as a naturist near a waterfall standing in a field of cannabis sativa plants, HD 4K, photo-realistic, scientific detail, cinematic lighting, volumetric",good_330.jpg,bad_330.jpg,10821,0
330,"Jennifer Connelly at 25 years of age as a naturist in Egypt, HDR, sharp detail, stained glass motif in the style of Alfons Mucha",good_331.jpg,bad_331.jpg,10828,0
331,"a painting of two people standing next to each other, inspired by james christensen, international gothic, dieselpunk cyborgs, don lawrence's, moon, dariusz zawadz masterpiece, chinese surrealism, automaton, by artists noriyoshi ohrai and hans zatzka and Tony DiTerlizzi",good_332.jpg,bad_332.jpg,10837,0
332,"BOY, ART,BULLET,8K",good_333.jpg,bad_333.jpg,10969,0
333,"beautiful extraterrestrial city, dark academia, gothicpunk, by Denis Sire and Zdzisław Beksiński, by greg rutkowski, digital painting, dark gothic art, by Michael Hussar",good_334.jpg,bad_334.jpg,10990,1
334,"young man seen from the backwearing tshirt, grey cat with yellow eyes, both sitting on table on clearing, mystic forest, playing magic the gathering cards, full body, cinematic bright ligning, octane render, ultra high detail, dark fantasy style",good_335.jpg,bad_335.jpg,11033,0
335,"Gordon Ramsay as a sci-fi michelin star centaur, modern restaurant kitchen fantasy art",good_336.jpg,bad_336.jpg,11106,0
336,cortana cute space cool video game character,good_337.jpg,bad_337.jpg,11164,0
337,very detailed portrait pretty asian woman,good_338.jpg,bad_338.jpg,11167,0
338,Photoreal cyborg,good_339.jpg,bad_339.jpg,11213,0
339,"a painting of a young girl and a black cat, in the style of fang lijun, david michael bowers, bucolic landscapes, chinese iconography, intense gaze, digital illustration, sopheap pich",good_340.jpg,bad_340.jpg,11234,0
340,"Woman portrait, photorealistic",good_341.jpg,bad_341.jpg,11256,0
341,"smashed sacred stones, broken alters and destroyed tombs",good_342.jpg,bad_342.jpg,11293,0
342,futurist Auckland city cyber punk style,good_343.jpg,bad_343.jpg,11327,0
343,"a portrait of an old coal miner in 19th century, beautiful painting with highly detailed face by greg rutkowski and magali villanueve",good_344.jpg,bad_344.jpg,11391,1
344,photo of beautiful blonde woman in beautiful room,good_345.jpg,bad_345.jpg,11488,1
345,A solitary figure standing in a vast alien landscape.,good_346.jpg,bad_346.jpg,11551,0
346,Realistic woman portrait beautiful,good_347.jpg,bad_347.jpg,11589,0
347,"detailed donald trump with sunglasses darksynt:5 retrowave splash art wallpaper, movie poster anamorphic lens flare cyber, outrun by jason fabok and Patrick Brown, cg society, sots art, 2d game art, concept art, official art,donald trump",good_348.jpg,bad_348.jpg,11627,2
348,"portrait of a glitter girl, painting",good_349.jpg,bad_349.jpg,11651,0
349,a photorealistic fey landscape,good_350.jpg,bad_350.jpg,11711,1
350,"Beautiful woman with purple hair looking to the side: surrounded by nature: thick ink outlines: calligraphy: Jean Baptiste Mongue: intricate hyperdetailed fluid gouache illustration by Android Jones: By Ismail Inceoglu: James Jean: Erin Hanson: Dan Mumford: professional photography, natural lighting, volumetric lighting maximalist photoillustration 8k resolution concept art intricately detailed, complex, elegant, fantastical",good_351.jpg,bad_351.jpg,11713,0
351,"rainy london street premium, trolley, coffe shop, couples walking, sunset, dripping wet on wet technique, watercolor, rough press papper, masterpiece, by Jeremy Mann,",good_352.jpg,bad_352.jpg,11721,0
352,"intricately detailed concept art of a cyberpunk vagabond with futuristic clothes, LED ascetics, holographic, cyberpunk 2077 inspired clothing",good_353.jpg,bad_353.jpg,11776,0
353,"a painting of a white tiger in a forest, a detailed painting by Android Jones, behance contest winner, furry art, behance hd, official art, detailed painting",good_354.jpg,bad_354.jpg,11795,0
354,"Raphael Lacoste, alexej von jawlensky, Tom whalen, Hugh Ferriss, Le Corbusier, Oscar Niemeyer, Jasper Cropsey, John Howe, Sabbas Apterus, Jan Toorop, Albert Bierstadt, canaletto, Hubert Robert, Stephan Martiniere, Jasper Johns",good_355.jpg,bad_355.jpg,11882,1
355,"pop surrealism asian punk woman with short black hair at magical glowing birthday cake party late night glowing magic bioluminescence! Intricately detailed; purple pink white blue cosmic colours! glowing in the dark! by jeremy mann, andree wallin, dave white, deep depth of field, dramatic lighting, craig mullins, large bold brush strokes, maximalist, featured on deviant art, Ray Tracing",good_356.jpg,bad_356.jpg,11937,1
356,"a boy watching an alien spacecraft blasting a city, futuristic illumination, Art Deco, Full colors, Greg rutkowski, Trending artstation, cinematográfic",good_357.jpg,bad_357.jpg,11938,0
357,"A lively, bustling city square filled with androids and robots  and dolls going about their daily routines, street performers entertaining passersby, and historic architecture, evoking the urban energy seen in the photography of Vivian Maier",good_358.jpg,bad_358.jpg,11958,0
358,"One character perfect fusion of goh from shinobido and hotsuma from shinobi wielding and minigun, studio lighting, volumetric, masterpiece, insanely detailed, buzzworthy artwork, by don dos santos, art by style fusion of jon neimeister and  brandon duffy and hyung tae kim, Inkration studio, unreal engine 5, best quality, award-winning digital illustration, full body, 8k, trending on artstation, trending on deviantart, hypermodernism, max details, cosmic fantasy, by dylan kowalski, cinematic effect, soft lighting",good_359.jpg,bad_359.jpg,12030,0
359,dark fantasy realism oil painting,good_360.jpg,bad_360.jpg,12071,2
360,"HyperReal close-up portrait of Kate Moss with 1980s punk mullet hairstyle by Robert McCall and Thomas Kinkade, 1970s music album cover style, hyperrealistic, hyperrealism, surrealism in Roger Dean style, 1970s rock n roll fashion, ultra realistic, highly detailed, 8k",good_361.jpg,bad_361.jpg,12175,1
361,"a painting of a girl in gold with a crown, in the style of light aquamarine and crimson, tarot card, body art, tokina opera layered textures, shapes, wimmelbilder, mottled",good_362.jpg,bad_362.jpg,12207,0
362,Marilyn Manson wearing a t shirt that says Marilyn Monroe,good_363.jpg,bad_363.jpg,12214,0
363,an abstract painting of a sci-fi city landscape,good_364.jpg,bad_364.jpg,12292,0
364,"young man seen from the back, grey cat with yellow eyes, sitting on table on clearing, mystic forest, playing magic the gathering cards, full body, cinematic bright ligning, octane render, ultra high detail",good_365.jpg,bad_365.jpg,12309,0
365,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_366.jpg,bad_366.jpg,12360,0
366,"Jennifer Connelly at 25 years of age as a naturist in Egypt, HDR, sharp detail, stained glass motif in the style of Alfons Mucha",good_367.jpg,bad_367.jpg,12454,1
367,"art by Patrick Woodroffe in the style of Alfons Mucha, whole body image of Scarlett Johansson as a naturist Elfin warrior princess in Loth Lorien, HD 4K, sharp detail, photoreal, accurate face and features, cinematic lighting",good_368.jpg,bad_368.jpg,12477,0
368,a abstract art pice of a retro city,good_369.jpg,bad_369.jpg,12532,0
369,A highly detailed landscape painting of a path leading to the sea on the Big Sur Coast painted by Frederic Edwin Church featured on ArtStation,good_370.jpg,bad_370.jpg,12533,0
370,"painting of happy woman, digital painting, dark gothic, by Tom Bagshaw and Benjamin A. Vierling, by Alexander Jansson and greg rutkowski",good_371.jpg,bad_371.jpg,12586,0
371,"dream where humanity, and technology have reached the pinnacle of beauty, development, order, complexity, and harmony, sustainable solarpunk city, ushering in the great golden age of civilization, cute girl in foreground, ultrarealistic, highest detail, 8k resolution, ultra high definition, photorealism",good_372.jpg,bad_372.jpg,12653,0
372,"suede skirt, rear view, standing arched back, full body pose, young fairy girl midriff, finely detailed features, fantasy style",good_373.jpg,bad_373.jpg,12665,0
373,"Pete Townshend portrait as a gardener, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, Tomasz Alen Kopera, Peter Mohrbacher, donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo",good_374.jpg,bad_374.jpg,12712,0
374,"Bayonetta 3 the witcher, very details perfect body, high details, long legs long hair, perfect body, perfect head,",good_375.jpg,bad_375.jpg,12722,0
375,high quality oil painting anime girl,good_376.jpg,bad_376.jpg,12723,0
376,"16k UHD 2d platformer large screenshot, open castle with many floors, 2021 game of the year",good_377.jpg,bad_377.jpg,12732,0
377,An evil villain holding a mini Earth,good_378.jpg,bad_378.jpg,12740,0
378,"DSLR photo of a witch with pale skin and horns, wearing a white dress, beautiful face, standing in a white corridor, looking into the camera sadly, cinematic, greenish underground lighting",good_379.jpg,bad_379.jpg,12788,0
379,attractive woman,good_380.jpg,bad_380.jpg,12813,0
380,"woman from 1980, holding the ponytail with two hands, blonde, very long",good_381.jpg,bad_381.jpg,12831,0
381,"silver ufo,sea,industrial,shark",good_382.jpg,bad_382.jpg,12832,0
382,"Caricature woman photo real stylized digital painting illustration The fantasy artwork of jake pifer, in the style of whimsical sci-fi, digital airbrushing, , surrealistic detail, sharp prickly, precisionism influence, colorful:1",good_383.jpg,bad_383.jpg,12885,2
383,"The sorceress stood in the midst of a dense forest, her skin is brown as the bark of the ancient trees that surrounded her. Her green hair was a vibrant green, the same hue as the fresh leaves of the forest canopy above. As she moved, her movements melded seamlessly into the surroundings, almost as if she herself was a part of the forest. The air around her was thick with the scent of damp earth and growing things, and the distant sound of a babbling brook could be heard in the background. Despite the seeming calmness of the scene, there was an undercurrent of magic that pulsed through the air, hinting at the true power of the sorceress and the hidden depths of the forest around her.",good_384.jpg,bad_384.jpg,12887,0
384,"DSLR photo of Captain Marvel scuba diving in her superhero costume, underwater, focused",good_385.jpg,bad_385.jpg,12897,0
385,"swan by patty cormally swan painting, in the style of anna and elena balbusso, tom chambers, quirky collage, wandering eye, symbolic self-portraits, lowell herrero, multi-layered collage",good_386.jpg,bad_386.jpg,12907,0
386,decentralized watchtowers on peaks over the valley below,good_387.jpg,bad_387.jpg,12915,2
387,Attacked woman: Cyberpunk theme;,good_388.jpg,bad_388.jpg,12930,0
388,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_389.jpg,bad_389.jpg,13064,1
389,"Portrait of an old king with golden teeth and a motorcycle helmet, smoking, purple clouds, photorealistic, art by franck frazetta",good_390.jpg,bad_390.jpg,13071,0
390,"pale pink haired goddess, wearing byzantine gown | fantasy, hyper-detailed, accurate anatomy, symmetrical facial features, sharp focus, volumetric lighting, 16k | karol bak, yoshitaka amano, tom Bagshaw, aurora, zbrush cel-shaded, cgsociety | ethereal beautiful astral vaporwave storybook illustration, dark fantasy",good_391.jpg,bad_391.jpg,13089,1
391,"Watercolor painting of Lake and forest, afternoon backlight, by greg rutkowski, by anders zorn",good_392.jpg,bad_392.jpg,13095,0
392,"stained glass window shooting star shaped as explosive marble spheres in a cosmic golf field, Saturn, constellation, cloud of meteors by lisa frank by Gustav Klimt by vladimir kush castel on the landscape",good_393.jpg,bad_393.jpg,13108,0
393,"Panoramic view of A Gothic girl dressed in black suit with a system of straps and pouches for collecting material, Lost in the dark,screaming, painted by Donato Giancola",good_394.jpg,bad_394.jpg,13118,0
394,"A fantastical world of Gods and Celestials, flying islands, giant waterfalls, otherwordly, epic, soft lighting, digital painting",good_395.jpg,bad_395.jpg,13206,0
395,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed faces, 4 k, a",good_396.jpg,bad_396.jpg,13221,0
396,"pokemon snap Hieronymus Bosch, no mans sky",good_397.jpg,bad_397.jpg,13269,0
397,"1 handsome young man, Asian, street photography, fashion clothes",good_398.jpg,bad_398.jpg,13324,0
398,naturist 20 year-old Scarlett Johansson from Black Widow,good_399.jpg,bad_399.jpg,13329,0
399,"young man with beard seen from the back wearing tshirt, grey cat with yellow eyes, both sitting on table on clearing, mystic forest, playing magic the gathering cards, full body, cinematic bright ligning, octane render, ultra high detail, dark fantasy style",good_400.jpg,bad_400.jpg,13348,0
400,"Man alone, born of stone Will stamp the dust of time His hands strike the flame of his soul Ties a rope to a tree and hangs the Universe Until the winds of laughter blows cold",good_401.jpg,bad_401.jpg,13414,0
401,Black and white 1905 year futuristic portrait of old mad professional photographer with camera in hand in a desert sadly covered by mushrooms,good_402.jpg,bad_402.jpg,13426,0
402,"Dynamic underwater ink art full body portrait by alberto seveso of a female stormtrooper  outfit in pastels and colorful fun intricate embellishments and geometric patterns and designs, nighttime, full moon, cute colorful lighting high definition, photography, cinematic, detailed character portrait, detailed and intricate environment, strong breeze, detailed and intricate environment",good_403.jpg,bad_403.jpg,13447,0
403,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed faces, 4 k, a",good_404.jpg,bad_404.jpg,13535,1
404,"`close up portrait,of a woman|dainty|messy blonde hair|flowing linen sundress, sitting in the park,watercolour,Wlop, Ross Tran,elegantly refined and detailed face|eyes|irises|nose|lips,  UHD,high quality 8k,low blending and dilution",good_405.jpg,bad_405.jpg,36595,2
405,"masterpiece, best quality, high detailed, realistic, sharp focus, artstation, hyper realism, hand drawn line art, intricate, beautiful warrior, ebony woman, brown iris, detailed eyes, black ,  toned muscles, afro and dreadlock hairstyle, bronze necklace, ancient tribe bronze armor, big gauntlet, skull and bones ornament, fur accents heroic , , dark dungeon, epic , volumetric lighting, by joe madureira",good_406.jpg,bad_406.jpg,13541,2
406,"by Gustave Doré, Pantheon of the gods, Raphael Lacoste, Hugh Ferriss, Le Corbusier, Oscar Niemeyer, Jasper Cropsey, John Howe, Sabbas Apterus, Jan Toorop, Albert Bierstadt, Hubert Robert, Stephan Martiniere, Gustave Doré, stunning masterpiece, wide shot, spell battle",good_407.jpg,bad_407.jpg,13578,0
407,"rrealist portrait of female by david hockney and alphonse mucha,fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed faces, 4 k, a",good_408.jpg,bad_408.jpg,13590,2
408,"""a young man with short beard wearing a tshirt with ""tool"" on it and a british shorthair cat playing with magic the gathering cards on table in spooky forest"", epic colorful fantasy masterpiece artwork by Android Jones, Jean Baptiste monge, Alberto Seveso, Jeremy Mann, maximalist highly detailed professional photography, triadic colors, Unreal Engine 5, octane photograph, volumetric lighting, photorealism",good_409.jpg,bad_409.jpg,13607,0
409,"Peter Mohrbacher style, Tinkerbell as a Gears of War character, wear, army fatigues, emotion, fierce, inspired by Digital Art and Alphons Mucha and Anna Dittmann",good_410.jpg,bad_410.jpg,13616,0
410,"Clara Crawford, photorealistic beautiful woman, light hair, full body, cover, hyperdetailed painting, luminism, Bar lighting, complex, 4k resolution concept art portrait by Greg Rutkowski, Artgerm, WLOP, Alphonse Mucha, little fusion pojatti realistic steampunk, fractal isometrics details bioluminescens : a stunning realistic photograph 30 years , redhead, italian goddness beautiful awesome with big white flowers tiara of wet bone structure, 3d render, octane render, intricately detailed, titanium decorative headdress, cinematic, trending on artstation | Isometric | Centered hipereallistic cover photo awesome full color, hand drawn, dark, gritty, realistic mucha, klimt, erte .12k, intricate. hit definition , cinematic,Rough sketch, mix of bold dark lines and loose lines, bold lines, on paper , full body with velvet dress, humanoid, Full body.",good_411.jpg,bad_411.jpg,13637,0
411,"close-up of man and woman back to back looking in opposite directions, man is stern and determined, woman is longing and mournful, background is dusk redwoods in a foggy harrowing forest at twilight, in the style of ralph mcquarrie, wenjun lin, Dan Voinea, marc simonetti",good_412.jpg,bad_412.jpg,13650,0
412,"Girl wearing a wedding dress and gas mask, hyper realism, painting, Tom bagshaw, beksinski",good_413.jpg,bad_413.jpg,13714,0
413,"Woman in white, in the snow, walking into the distance, close-up, wide angle view, by andrew wyeth",good_414.jpg,bad_414.jpg,13725,0
414,"by artist Hirohiko Araki,woman, amelia watson, virtual youtuber,blonde hair, choker, flower, short hair, head tilt, smug, looking at viewer, sky, mountain, outdoors, cloud, bangs, upper body, pink flower, collarbone, orange shirt, parted lips, lips, lace trim, smile, black choker, mountainous horizon, cloudy sky, standing, holding flowers",good_415.jpg,bad_415.jpg,13799,0
415,"a photograph of a Manic Pixie Dream Girl eating a chess piece, movie scene from 1979 by Katerina Belkina by vladimir kush",good_416.jpg,bad_416.jpg,13805,0
416,"quintessential rustic woodlands. forests teeming with peculiar creatures and whimsical fae-folk. Villages made from towering plants, towns built high among the trees, cozy camps nestled along the roads.",good_417.jpg,bad_417.jpg,13852,0
417,"Fantasy forest, man with short brown beard wearing tshirt with ""tool"" logo on it, one grey cat sitting on the table, playing magic the gathering, high fantasy, epic",good_418.jpg,bad_418.jpg,13882,1
418,"art by Patrick Woodroffe in the style of Alfons Mucha, whole body image of Scarlett Johansson as a naturist Elfin warrior princess in Loth Lorien, HD 4K, sharp detail, photoreal, accurate face and features, cinematic lighting",good_419.jpg,bad_419.jpg,13893,1
419,"Alchemy & Ghostcore style | full body view of a High Mage beauty, heavy focus on Cybernetic Influenced Apparel | sleek, sharp, standing, Crypts and Tombs | Digital Comic art by Alessandro Barbucci & Jesus Aburtov & Atey Ghailan | 8K, Artstation Trend, High Contrast, Metallic Colors | headroom | ]]",good_420.jpg,bad_420.jpg,13899,0
420,"a woman, with long flowing hair and a serene expression on her face. She appears to be lost in thought, lost in her own dreams and imaginings.",good_421.jpg,bad_421.jpg,13973,0
421,"a group of people standing next to each other, a surrealist painting, by Alexander Kucharsky, renaissance, cinematic. art deco, medium shot of two characters, medieval futurism, looking at each other mindlessly",good_422.jpg,bad_422.jpg,13978,0
422,A haunting ultramaximalist photorealistic landscape of a withering cathedral during autumn.,good_423.jpg,bad_423.jpg,13996,2
